X_IMU,Y_IMU,Y_FR,Z_FR,Clase
33.139,-95,18.776.932,-8.321.433,3
32.353,-973,18.776.932,-8.321.433,3
31.539,-1.056,18.776.932,-8.321.433,3
30.789,-1.184,18.776.932,-8.321.433,3
30.143,-1.337,18.776.932,-8.321.433,3
29.731,-1.442,18.776.932,-8.321.433,3
29.457,-1.453,18.776.932,-8.321.433,3
29.287,-1.376,18.776.932,-8.321.433,3
29.211,-1.283,18.776.932,-8.321.433,3
29.112,-1.168,18.776.932,-8.321.433,3
28.973,-1.038,18.776.932,-8.321.433,3
2.886,-933,18.776.932,-8.321.433,3
28.749,-871,18.776.932,-8.321.433,3
28.706,-862,18.776.932,-8.321.433,3
28.668,-913,18.776.932,-8.321.433,3
28.691,-993,18.776.932,-8.321.433,3
28.837,-1.116,18.776.932,-8.321.433,3
29.171,-1.298,18.776.932,-8.321.433,3
29.805,-1.501,18.776.932,-8.321.433,3
30.709,-1.702,18.776.932,-8.321.433,3
31.576,-1.862,18.776.932,-8.321.433,3
32.506,-1.999,18.776.932,-8.321.433,3
33.549,-2.127,18.776.932,-8.321.433,3
34.333,-2.219,18.776.932,-8.321.433,3
34.637,-23,18.776.932,-8.321.433,3
34.733,-2.448,18.776.932,-8.321.433,3
34.606,-2.666,18.776.932,-8.321.433,3
34.381,-2.922,18.776.932,-8.321.433,3
34.085,-3.187,18.776.932,-8.321.433,3
33.738,-3.439,18.776.932,-8.321.433,3
33.374,-3.652,18.776.932,-8.321.433,3
32.955,-3.843,18.776.932,-8.321.433,3
32.582,-3.989,18.776.932,-8.321.433,3
32.256,-4.121,18.776.932,-8.321.433,3
31.965,-4.254,18.776.932,-8.321.433,3
31.796,-4.408,18.776.932,-8.321.433,3
31.752,-4.581,18.776.932,-8.321.433,3
31.765,-4.744,18.776.932,-8.321.433,3
31.717,-4.884,18.776.932,-8.321.433,3
31.448,-505,18.776.932,-8.321.433,3
31.145,-5.188,18.776.932,-8.321.433,3
30.802,-5.357,18.776.932,-8.321.433,3
30.473,-5.529,18.776.932,-8.321.433,3
30.133,-5.677,18.776.932,-8.321.433,3
29.839,-5.804,18.776.932,-8.321.433,3
29.593,-5.912,18.776.932,-8.321.433,3
29.401,-6.027,18.776.932,-8.321.433,3
29.253,-6.147,18.776.932,-8.321.433,3
29.096,-6.267,18.776.932,-8.321.433,3
28.921,-6.404,18.776.932,-8.321.433,3
28.613,-6.576,18.776.932,-8.321.433,3
28.217,-6.794,18.776.932,-8.321.433,3
27.748,-7.044,18.776.932,-8.321.433,3
27.222,-7.335,18.776.932,-8.321.433,3
26.739,-7.629,18.776.932,-8.321.433,3
26.267,-7.908,18.776.932,-8.321.433,3
25.797,-8.183,18.776.932,-8.321.433,3
25.376,-8.442,18.776.932,-8.321.433,3
25.032,-8.684,18.776.932,-8.321.433,3
2.478,-8.885,18.776.932,-8.321.433,3
24.628,-9.064,18.776.932,-8.321.433,3
24.634,-9.201,18.776.932,-8.321.433,3
24.709,-9.272,18.776.932,-8.321.433,3
24.769,-9.296,18.776.932,-8.321.433,3
24.822,-9.322,18.776.932,-8.321.433,3
249,-9.365,18.776.932,-8.321.433,3
24.862,-9.415,18.776.932,-8.321.433,3
24.752,-9.485,18.776.932,-8.321.433,3
24.652,-96,18.776.932,-8.321.433,3
24.577,-9.774,18.776.932,-8.321.433,3
24.504,-9.952,18.776.932,-8.321.433,3
24.403,-10.128,18.776.932,-8.321.433,3
24.302,-10.246,18.776.932,-8.321.433,3
2.425,-10.315,18.776.932,-8.321.433,3
24.249,-10.352,18.776.932,-8.321.433,3
24.319,-10.361,18.776.932,-8.321.433,3
24.414,-10.363,18.776.932,-8.321.433,3
24.564,-10.358,18.776.932,-8.321.433,3
24.772,-10.324,18.776.932,-8.321.433,3
25.007,-10.277,18.776.932,-8.321.433,3
25.281,-10.186,18.776.932,-8.321.433,3
25.567,-10.068,18.776.932,-8.321.433,3
25.859,-9.925,18.776.932,-8.321.433,3
26.112,-9.747,18.776.932,-8.321.433,3
2.627,-9.554,18.776.932,-8.321.433,3
26.393,-9.381,18.776.932,-8.321.433,3
26.472,-9.227,18.776.932,-8.321.433,3
2.648,-9.126,18.776.932,-8.321.433,3
26.469,-9.072,18.776.932,-8.321.433,3
26.447,-9.059,18.776.932,-8.321.433,3
26.432,-9.069,18.776.932,-8.321.433,3
26.407,-9.101,18.776.932,-8.321.433,3
26.394,-9.119,18.776.932,-8.321.433,3
26.313,-913,18.776.932,-8.321.433,3
26.269,-9.138,18.776.932,-8.321.433,3
26.267,-9.152,18.776.932,-8.321.433,3
26.331,-916,18.776.932,-8.321.433,3
26.388,-9.161,18.776.932,-8.321.433,3
26.385,-9.174,18.776.932,-8.321.433,3
26.374,-9.188,18.776.932,-8.321.433,3
26.291,-9.206,18.776.932,-8.321.433,3
26.211,-9.235,18.776.932,-8.321.433,3
26.132,-9.287,18.776.932,-8.321.433,3
26.094,-9.342,18.776.932,-8.321.433,3
26.108,-9.376,18.776.932,-8.321.433,3
26.155,-9.364,18.776.932,-8.321.433,3
26.197,-9.321,18.776.932,-8.321.433,3
26.225,-9.248,18.776.932,-8.321.433,3
26.214,-9.163,18.776.932,-8.321.433,3
26.143,-9.116,18.776.932,-8.321.433,3
26.027,-9.093,18.776.932,-8.321.433,3
25.785,-9.111,18.776.932,-8.321.433,3
25.434,-9.147,18.776.932,-8.321.433,3
25.103,-9.212,18.776.932,-8.321.433,3
2.484,-9.289,18.776.932,-8.321.433,3
24.572,-9.379,18.776.932,-8.321.433,3
24.316,-9.454,18.776.932,-8.321.433,3
24.096,-9.511,18.776.932,-8.321.433,3
23.985,-9.524,18.776.932,-8.321.433,3
23.937,-95,18.776.932,-8.321.433,3
23.914,-9.465,18.776.932,-8.321.433,3
23.908,-9.424,18.776.932,-8.321.433,3
23.957,-9.399,18.776.932,-8.321.433,3
24.038,-9.408,18.776.932,-8.321.433,3
24.012,-9.455,18.776.932,-8.321.433,3
23.946,-9.536,18.776.932,-8.321.433,3
23.874,-9.618,18.776.932,-8.321.433,3
23.844,-9.674,18.776.932,-8.321.433,3
2.384,-969,18.776.932,-8.321.433,3
23.919,-9.662,18.776.932,-8.321.433,3
24.098,-96,18.776.932,-8.321.433,3
24.318,-9.516,18.776.932,-8.321.433,3
24.576,-9.431,18.776.932,-8.321.433,3
24.847,-9.315,18.776.932,-8.321.433,3
24.971,-9.163,18.776.932,-8.321.433,3
25.058,-9.028,18.776.932,-8.321.433,3
25.114,-8.896,18.776.932,-8.321.433,3
25.127,-8.764,18.776.932,-8.321.433,3
25.061,-8.607,18.776.932,-8.321.433,3
24.918,-8.443,18.776.932,-8.321.433,3
2.473,-8.303,18.776.932,-8.321.433,3
24.542,-8.202,18.776.932,-8.321.433,3
24.339,-812,18.776.932,-8.321.433,3
24.175,-8.023,18.776.932,-8.321.433,3
24.014,-7.923,18.776.932,-8.321.433,3
23.847,-7.851,18.776.932,-8.321.433,3
23.615,-7.816,18.776.932,-8.321.433,3
23.377,-7.788,18.776.932,-8.321.433,3
2.314,-776,18.776.932,-8.321.433,3
22.875,-77,18.776.932,-8.321.433,3
22.592,-7.595,18.776.932,-8.321.433,3
2.225,-7.503,18.776.932,-8.321.433,3
21.945,-7.429,18.776.932,-8.321.433,3
21.694,-7.382,18.776.932,-8.321.433,3
21.465,-7.352,18.776.932,-8.321.433,3
21.261,-734,18.776.932,-8.321.433,3
21.144,-7.313,18.776.932,-8.321.433,3
21.049,-7.259,18.776.932,-8.321.433,3
20.982,-7.203,18.776.932,-8.321.433,3
20.901,-7.199,18.776.932,-8.321.433,3
20.716,-7.265,18.776.932,-8.321.433,3
20.454,-7.395,18.776.932,-8.321.433,3
2.003,-7.571,18.776.932,-8.321.433,3
1.104,-2.204,-10.265.191,76.632.953,4
1.136,-22.036,-10.265.191,76.632.953,4
1.201,-21.982,-10.265.191,76.632.953,4
1.255,-21.893,-10.265.191,76.632.953,4
133,-21.808,-10.265.191,76.632.953,4
1.396,-21.766,-10.265.191,76.632.953,4
1.438,-2.174,-10.265.191,76.632.953,4
1.401,-21.688,-10.265.191,76.632.953,4
1.271,-21.612,-10.265.191,76.632.953,4
1.145,-2.153,-10.265.191,76.632.953,4
1.125,-21.469,-10.265.191,76.632.953,4
1.203,-2.143,-10.265.191,76.632.953,4
1.329,-21.411,-9.120.379,9.901.157,4
1.451,-21.353,-9.120.379,9.901.157,4
1.521,-21.256,-9.120.379,9.901.157,4
1.587,-21.146,-9.120.379,9.901.157,4
1.698,-21.075,-9.120.379,9.901.157,4
1.812,-21.077,-9.120.379,9.901.157,4
1.871,-21.091,-9.120.379,9.901.157,4
1.871,-211,-9.120.379,9.901.157,4
1.798,-21.144,-9.120.379,9.901.157,4
1.717,-21.219,-9.120.379,9.901.157,4
1.657,-21.336,-9.120.379,9.901.157,4
1.571,-21.444,-9.120.379,9.901.157,4
1.479,-21.497,-9.120.379,9.901.157,4
1.479,-215,-9.120.379,9.901.157,4
1.547,-21.481,-8.585.878,800.992,4
1.629,-21.443,-8.585.878,800.992,4
1.704,-21.355,-8.585.878,800.992,4
1.858,-21.218,-8.585.878,800.992,4
2.082,-21.078,-8.585.878,800.992,4
2.254,-20.996,-8.585.878,800.992,4
2.269,-2.102,-8.585.878,800.992,4
2.022,-21.151,-8.585.878,800.992,4
1.742,-21.335,-8.585.878,800.992,4
1.574,-21.498,-8.585.878,800.992,4
1.437,-21.602,-8.585.878,800.992,4
1.323,-21.649,-8.585.878,800.992,4
1.241,-21.614,-8.585.878,800.992,4
1.248,-21.539,-8.585.878,800.992,4
1.386,-21.491,-8.585.878,800.992,4
1.583,-21.501,-8.585.878,800.992,4
1.689,-21.522,-11.030.006,8.598.764,4
1.686,-21.527,-11.030.006,8.598.764,4
1.663,-21.485,-11.030.006,8.598.764,4
169,-21.418,-11.030.006,8.598.764,4
1.756,-21.313,-11.030.006,8.598.764,4
1.787,-21.165,-11.030.006,8.598.764,4
1.804,-21.004,-11.030.006,8.598.764,4
1.854,-2.084,-11.030.006,8.598.764,4
1.961,-20.684,-11.030.006,8.598.764,4
2.082,-20.554,-11.030.006,8.598.764,4
217,-2.047,-11.030.006,8.598.764,4
217,-20.396,-11.030.006,8.598.764,4
2.159,-20.304,-11.030.006,8.598.764,4
2.179,-20.236,-11.030.006,8.598.764,4
2.187,-20.185,-11.030.006,8.598.764,4
2.152,-20.154,-11.943.637,13.842.206,4
2.045,-20.125,-11.943.637,13.842.206,4
1.943,-20.117,-11.943.637,13.842.206,4
1.876,-20.108,-11.943.637,13.842.206,4
1.822,-20.081,-11.943.637,13.842.206,4
1.793,-20.004,-11.943.637,13.842.206,4
1.819,-19.958,-11.943.637,13.842.206,4
1.893,-19.906,-11.943.637,13.842.206,4
1.961,-19.778,-11.943.637,13.842.206,4
2.101,-19.636,-11.943.637,13.842.206,4
2.312,-19.565,-11.943.637,13.842.206,4
2.453,-19.521,-11.943.637,13.842.206,4
2.528,-19.474,-11.943.637,13.842.206,4
2.617,-19.431,-11.943.637,13.842.206,4
2.644,-19.419,-11.943.637,13.842.206,4
2.613,-19.467,-11.943.637,13.842.206,4
2.478,-19.599,-12.623.629,11.790.585,4
2.263,-1.987,-12.623.629,11.790.585,4
2.059,-20.284,-12.623.629,11.790.585,4
1.885,-20.718,-12.623.629,11.790.585,4
1.789,-21.025,-12.623.629,11.790.585,4
1.767,-21.106,-12.623.629,11.790.585,4
1.772,-2.099,-12.623.629,11.790.585,4
1.873,-20.712,-12.623.629,11.790.585,4
2.053,-20.312,-12.623.629,11.790.585,4
2.351,-19.817,-12.623.629,11.790.585,4
2.667,-19.331,-12.623.629,11.790.585,4
2.972,-18.908,-12.623.629,11.790.585,4
3.137,-18.542,-12.623.629,11.790.585,4
3.199,-18.191,-12.623.629,11.790.585,4
3.189,-17.825,-12.623.629,11.790.585,4
3.198,-17.415,-926.254,7.269.497,4
3.287,-17.013,-926.254,7.269.497,4
3.447,-16.698,-926.254,7.269.497,4
3.653,-16.463,-926.254,7.269.497,4
3.894,-16.232,-926.254,7.269.497,4
4.159,-15.977,-926.254,7.269.497,4
4.465,-15.694,-926.254,7.269.497,4
4.776,-15.459,-926.254,7.269.497,4
5.063,-15.286,-926.254,7.269.497,4
5.303,-15.197,-926.254,7.269.497,4
5.544,-15.167,-926.254,7.269.497,4
5.926,-15.217,-926.254,7.269.497,4
6.573,-1.533,-926.254,7.269.497,4
7.369,-15.523,-926.254,7.269.497,4
8.205,-15.747,-926.254,7.269.497,4
9.066,-15.976,-6.199.209,9.468.422,4
9.917,-16.239,-6.199.209,9.468.422,4
10.712,-16.638,-6.199.209,9.468.422,4
11.477,-17.271,-6.199.209,9.468.422,4
12.229,-18.078,-6.199.209,9.468.422,4
12.993,-1.892,-6.199.209,9.468.422,4
13.713,-19.763,-6.199.209,9.468.422,4
14.326,-2.063,-6.199.209,9.468.422,4
14.846,-21.535,-6.199.209,9.468.422,4
15.235,-22.458,-6.199.209,9.468.422,4
1.538,-23.254,-6.199.209,9.468.422,4
1.528,-23.913,-6.199.209,9.468.422,4
15.084,-24.413,-6.199.209,9.468.422,4
14.895,-24.907,-6.199.209,9.468.422,4
14.728,-253,-6.199.209,9.468.422,4
14.547,-256,91.247.505,63.251.996,4
14.253,-25.854,91.247.505,63.251.996,4
13.832,-26.117,91.247.505,63.251.996,4
13.363,-26.363,91.247.505,63.251.996,4
13.017,-2.654,91.247.505,63.251.996,4
12.827,-26.613,91.247.505,63.251.996,4
12.755,-26.605,91.247.505,63.251.996,4
12.784,-26.518,91.247.505,63.251.996,4
1.286,-26.364,91.247.505,63.251.996,4
0.13,-26.175,91.247.505,63.251.996,4
13.073,-25.974,91.247.505,63.251.996,4
13.084,-25.793,91.247.505,63.251.996,4
13.083,-2.562,91.247.505,63.251.996,4
13.079,-25.462,91.247.505,63.251.996,4
13.117,-25.291,91.247.505,63.251.996,4
13.154,-25.088,91.247.505,63.251.996,4
13.166,-24.859,91.247.505,63.251.996,4
13.211,-24.621,91.247.505,63.251.996,4
13.245,-24.385,91.247.505,63.251.996,4
13.235,-24.168,91.247.505,63.251.996,4
13.124,-23.971,91.247.505,63.251.996,4
12.958,-23.809,91.247.505,63.251.996,4
1.284,-23.709,91.247.505,63.251.996,4
12.673,-23.653,91.247.505,63.251.996,4
12.492,-23.667,91.247.505,63.251.996,4
12.296,-23.727,91.247.505,63.251.996,4
12.116,-2.381,91.247.505,63.251.996,4
11.976,-23.914,91.247.505,63.251.996,4
1.191,-23.981,91.247.505,63.251.996,4
1.183,-23.984,91.247.505,63.251.996,4
11.784,-23.857,-17.758.142,18.389.065,4
11.756,-23.619,-17.758.142,18.389.065,4
11.782,-23.345,-17.758.142,18.389.065,4
11.812,-23.082,-17.758.142,18.389.065,4
11.823,-22.832,-17.758.142,18.389.065,4
11.807,-22.602,-17.758.142,18.389.065,4
11.812,-22.384,-17.758.142,18.389.065,4
11.854,-22.177,-17.758.142,18.389.065,4
11.916,-21.982,-17.758.142,18.389.065,4
11.999,-21.834,-17.758.142,18.389.065,4
12.064,-21.717,-17.758.142,18.389.065,4
12.092,-21.594,-17.758.142,18.389.065,4
12.101,-2.143,-17.758.142,18.389.065,4
12.133,-21.251,-17.758.142,18.389.065,4
12.176,-21.124,-17.758.142,18.389.065,4
12.173,-21.033,-16.677.021,15.031.886,4
12.159,-20.973,-16.677.021,15.031.886,4
1.218,-2.095,-16.677.021,15.031.886,4
12.213,-20.938,-16.677.021,15.031.886,4
12.272,-20.904,-16.677.021,15.031.886,4
12.324,-20.846,-16.677.021,15.031.886,4
1.232,-20.775,-16.677.021,15.031.886,4
12.242,-20.706,-16.677.021,15.031.886,4
12.087,-20.656,-16.677.021,15.031.886,4
11.869,-20.636,-16.677.021,15.031.886,4
11.605,-20.632,-16.677.021,15.031.886,4
11.338,-20.637,-16.677.021,15.031.886,4
11.152,-20.687,-16.677.021,15.031.886,4
11.046,-20.692,-16.677.021,15.031.886,4
10.993,-20.634,-16.677.021,15.031.886,4
1.097,-2.052,-14.856.239,1.585.125,4
10.986,-20.391,-14.856.239,1.585.125,4
11.019,-20.327,-14.856.239,1.585.125,4
11.052,-20.315,-14.856.239,1.585.125,4
11.068,-20.325,-14.856.239,1.585.125,4
1.111,-20.333,-14.856.239,1.585.125,4
11.165,-2.034,-14.856.239,1.585.125,4
11.186,-20.322,-14.856.239,1.585.125,4
